image_path,target
.\input\preprocessed_image\o\o61.jpg,24
.\input\preprocessed_image\f\f399.jpg,15
.\input\preprocessed_image\v\v632.jpg,31
.\input\preprocessed_image\3\3794.jpg,3
.\input\preprocessed_image\j\j224.jpg,19
.\input\preprocessed_image\2\2459.jpg,2
.\input\preprocessed_image\d\d507.jpg,13
.\input\preprocessed_image\z\z289.jpg,35
.\input\preprocessed_image\c\c864.jpg,12
.\input\preprocessed_image\r\r604.jpg,27
.\input\preprocessed_image\g\g824.jpg,16
.\input\preprocessed_image\c\c96.jpg,12
.\input\preprocessed_image\1\1800.jpg,1
.\input\preprocessed_image\2\2454.jpg,2
.\input\preprocessed_image\c\c376.jpg,12
.\input\preprocessed_image\w\w248.jpg,32
.\input\preprocessed_image\5\5236.jpg,5
.\input\preprocessed_image\l\l838.jpg,21
.\input\preprocessed_image\0\0911.jpg,0
.\input\preprocessed_image\8\8487.jpg,8
.\input\preprocessed_image\8\8748.jpg,8
.\input\preprocessed_image\h\h118.jpg,17
.\input\preprocessed_image\m\m652.jpg,22
.\input\preprocessed_image\5\5250.jpg,5
.\input\preprocessed_image\t\t661.jpg,29
.\input\preprocessed_image\i\i400.jpg,18
.\input\preprocessed_image\w\w150.jpg,32
.\input\preprocessed_image\c\c104.jpg,12
.\input\preprocessed_image\o\o504.jpg,24
.\input\preprocessed_image\z\z893.jpg,35
.\input\preprocessed_image\y\y751.jpg,34
.\input\preprocessed_image\3\3548.jpg,3
.\input\preprocessed_image\c\c913.jpg,12
.\input\preprocessed_image\1\1450.jpg,1
.\input\preprocessed_image\r\r331.jpg,27
.\input\preprocessed_image\u\u642.jpg,30
.\input\preprocessed_image\d\d437.jpg,13
.\input\preprocessed_image\q\q980.jpg,26
.\input\preprocessed_image\c\c903.jpg,12
.\input\preprocessed_image\y\y725.jpg,34
.\input\preprocessed_image\w\w278.jpg,32
.\input\preprocessed_image\i\i502.jpg,18
.\input\preprocessed_image\m\m845.jpg,22
.\input\preprocessed_image\s\s392.jpg,28
.\input\preprocessed_image\q\q824.jpg,26
.\input\preprocessed_image\v\v378.jpg,31
.\input\preprocessed_image\4\4485.jpg,4
.\input\preprocessed_image\k\k99.jpg,20
.\input\preprocessed_image\8\8146.jpg,8
.\input\preprocessed_image\n\n866.jpg,23
.\input\preprocessed_image\w\w853.jpg,32
.\input\preprocessed_image\j\j213.jpg,19
.\input\preprocessed_image\g\g715.jpg,16
.\input\preprocessed_image\a\a421.jpg,10
.\input\preprocessed_image\k\k24.jpg,20
.\input\preprocessed_image\6\6262.jpg,6
.\input\preprocessed_image\p\p258.jpg,25
.\input\preprocessed_image\m\m854.jpg,22
.\input\preprocessed_image\j\j312.jpg,19
.\input\preprocessed_image\b\b253.jpg,11
.\input\preprocessed_image\0\0950.jpg,0
.\input\preprocessed_image\a\a125.jpg,10
.\input\preprocessed_image\0\0497.jpg,0
.\input\preprocessed_image\f\f99.jpg,15
.\input\preprocessed_image\b\b940.jpg,11
.\input\preprocessed_image\2\2440.jpg,2
.\input\preprocessed_image\6\637.jpg,6
.\input\preprocessed_image\r\r878.jpg,27
.\input\preprocessed_image\6\6406.jpg,6
.\input\preprocessed_image\4\4423.jpg,4
.\input\preprocessed_image\9\9411.jpg,9
.\input\preprocessed_image\0\0119.jpg,0
.\input\preprocessed_image\t\t262.jpg,29
.\input\preprocessed_image\0\020.jpg,0
.\input\preprocessed_image\x\x244.jpg,33
.\input\preprocessed_image\t\t925.jpg,29
.\input\preprocessed_image\o\o220.jpg,24
.\input\preprocessed_image\u\u8.jpg,30
.\input\preprocessed_image\z\z927.jpg,35
.\input\preprocessed_image\5\5879.jpg,5
.\input\preprocessed_image\k\k764.jpg,20
.\input\preprocessed_image\x\x644.jpg,33
.\input\preprocessed_image\9\9638.jpg,9
.\input\preprocessed_image\0\0151.jpg,0
.\input\preprocessed_image\8\8726.jpg,8
.\input\preprocessed_image\u\u890.jpg,30
.\input\preprocessed_image\n\n127.jpg,23
.\input\preprocessed_image\x\x764.jpg,33
.\input\preprocessed_image\4\4541.jpg,4
.\input\preprocessed_image\t\t144.jpg,29
.\input\preprocessed_image\v\v409.jpg,31
.\input\preprocessed_image\1\176.jpg,1
.\input\preprocessed_image\6\6181.jpg,6
.\input\preprocessed_image\l\l372.jpg,21
.\input\preprocessed_image\t\t166.jpg,29
.\input\preprocessed_image\2\2845.jpg,2
.\input\preprocessed_image\a\a54.jpg,10
.\input\preprocessed_image\e\e200.jpg,14
.\input\preprocessed_image\o\o562.jpg,24
.\input\preprocessed_image\e\e159.jpg,14
.\input\preprocessed_image\1\1282.jpg,1
.\input\preprocessed_image\h\h758.jpg,17
.\input\preprocessed_image\h\h429.jpg,17
.\input\preprocessed_image\x\x9.jpg,33
.\input\preprocessed_image\n\n69.jpg,23
.\input\preprocessed_image\b\b491.jpg,11
.\input\preprocessed_image\y\y454.jpg,34
.\input\preprocessed_image\b\b796.jpg,11
.\input\preprocessed_image\m\m749.jpg,22
.\input\preprocessed_image\1\1114.jpg,1
.\input\preprocessed_image\d\d171.jpg,13
.\input\preprocessed_image\o\o92.jpg,24
.\input\preprocessed_image\u\u246.jpg,30
.\input\preprocessed_image\0\0496.jpg,0
.\input\preprocessed_image\x\x420.jpg,33
.\input\preprocessed_image\8\8779.jpg,8
.\input\preprocessed_image\d\d234.jpg,13
.\input\preprocessed_image\3\3701.jpg,3
.\input\preprocessed_image\x\x511.jpg,33
.\input\preprocessed_image\8\8761.jpg,8
.\input\preprocessed_image\z\z213.jpg,35
.\input\preprocessed_image\v\v40.jpg,31
.\input\preprocessed_image\1\1448.jpg,1
.\input\preprocessed_image\m\m192.jpg,22
.\input\preprocessed_image\s\s298.jpg,28
.\input\preprocessed_image\j\j26.jpg,19
.\input\preprocessed_image\b\b20.jpg,11
.\input\preprocessed_image\p\p588.jpg,25
.\input\preprocessed_image\u\u93.jpg,30
.\input\preprocessed_image\l\l327.jpg,21
.\input\preprocessed_image\d\d979.jpg,13
.\input\preprocessed_image\n\n580.jpg,23
.\input\preprocessed_image\h\h487.jpg,17
.\input\preprocessed_image\j\j573.jpg,19
.\input\preprocessed_image\e\e827.jpg,14
.\input\preprocessed_image\n\n36.jpg,23
.\input\preprocessed_image\p\p556.jpg,25
.\input\preprocessed_image\v\v596.jpg,31
.\input\preprocessed_image\4\4683.jpg,4
.\input\preprocessed_image\e\e374.jpg,14
.\input\preprocessed_image\n\n998.jpg,23
.\input\preprocessed_image\c\c384.jpg,12
.\input\preprocessed_image\v\v66.jpg,31
.\input\preprocessed_image\q\q726.jpg,26
.\input\preprocessed_image\c\c86.jpg,12
.\input\preprocessed_image\e\e307.jpg,14
.\input\preprocessed_image\x\x265.jpg,33
.\input\preprocessed_image\g\g533.jpg,16
.\input\preprocessed_image\5\5607.jpg,5
.\input\preprocessed_image\u\u220.jpg,30
.\input\preprocessed_image\c\c379.jpg,12
.\input\preprocessed_image\a\a32.jpg,10
.\input\preprocessed_image\c\c935.jpg,12
.\input\preprocessed_image\3\3960.jpg,3
.\input\preprocessed_image\p\p45.jpg,25
.\input\preprocessed_image\a\a284.jpg,10
.\input\preprocessed_image\n\n834.jpg,23
.\input\preprocessed_image\2\2298.jpg,2
.\input\preprocessed_image\3\389.jpg,3
.\input\preprocessed_image\7\7887.jpg,7
.\input\preprocessed_image\w\w528.jpg,32
.\input\preprocessed_image\c\c169.jpg,12
.\input\preprocessed_image\i\i588.jpg,18
.\input\preprocessed_image\g\g365.jpg,16
.\input\preprocessed_image\x\x387.jpg,33
.\input\preprocessed_image\z\z972.jpg,35
.\input\preprocessed_image\y\y77.jpg,34
.\input\preprocessed_image\9\9562.jpg,9
.\input\preprocessed_image\g\g310.jpg,16
.\input\preprocessed_image\s\s76.jpg,28
.\input\preprocessed_image\t\t215.jpg,29
.\input\preprocessed_image\c\c520.jpg,12
.\input\preprocessed_image\x\x697.jpg,33
.\input\preprocessed_image\f\f672.jpg,15
.\input\preprocessed_image\c\c583.jpg,12
.\input\preprocessed_image\2\2763.jpg,2
.\input\preprocessed_image\q\q709.jpg,26
.\input\preprocessed_image\b\b999.jpg,11
.\input\preprocessed_image\g\g222.jpg,16
.\input\preprocessed_image\w\w844.jpg,32
.\input\preprocessed_image\e\e833.jpg,14
.\input\preprocessed_image\4\4141.jpg,4
.\input\preprocessed_image\2\2867.jpg,2
.\input\preprocessed_image\b\b579.jpg,11
.\input\preprocessed_image\c\c962.jpg,12
.\input\preprocessed_image\5\5695.jpg,5
.\input\preprocessed_image\v\v793.jpg,31
.\input\preprocessed_image\k\k30.jpg,20
.\input\preprocessed_image\9\9234.jpg,9
.\input\preprocessed_image\d\d659.jpg,13
.\input\preprocessed_image\h\h936.jpg,17
.\input\preprocessed_image\2\2443.jpg,2
.\input\preprocessed_image\g\g398.jpg,16
.\input\preprocessed_image\l\l596.jpg,21
.\input\preprocessed_image\y\y416.jpg,34
.\input\preprocessed_image\9\9755.jpg,9
.\input\preprocessed_image\o\o702.jpg,24
.\input\preprocessed_image\q\q398.jpg,26
.\input\preprocessed_image\8\8121.jpg,8
.\input\preprocessed_image\o\o74.jpg,24
.\input\preprocessed_image\q\q82.jpg,26
.\input\preprocessed_image\b\b74.jpg,11
.\input\preprocessed_image\s\s103.jpg,28
.\input\preprocessed_image\d\d260.jpg,13
.\input\preprocessed_image\2\2856.jpg,2
.\input\preprocessed_image\l\l724.jpg,21
.\input\preprocessed_image\k\k997.jpg,20
.\input\preprocessed_image\c\c349.jpg,12
.\input\preprocessed_image\j\j416.jpg,19
.\input\preprocessed_image\a\a620.jpg,10
.\input\preprocessed_image\9\960.jpg,9
.\input\preprocessed_image\s\s795.jpg,28
.\input\preprocessed_image\u\u345.jpg,30
.\input\preprocessed_image\k\k682.jpg,20
.\input\preprocessed_image\2\2471.jpg,2
.\input\preprocessed_image\o\o44.jpg,24
.\input\preprocessed_image\2\2681.jpg,2
.\input\preprocessed_image\x\x555.jpg,33
.\input\preprocessed_image\j\j482.jpg,19
.\input\preprocessed_image\2\2317.jpg,2
.\input\preprocessed_image\i\i261.jpg,18
.\input\preprocessed_image\t\t751.jpg,29
.\input\preprocessed_image\5\5612.jpg,5
.\input\preprocessed_image\0\0630.jpg,0
.\input\preprocessed_image\o\o708.jpg,24
.\input\preprocessed_image\j\j287.jpg,19
.\input\preprocessed_image\m\m402.jpg,22
.\input\preprocessed_image\8\8149.jpg,8
.\input\preprocessed_image\v\v492.jpg,31
.\input\preprocessed_image\p\p289.jpg,25
.\input\preprocessed_image\p\p622.jpg,25
.\input\preprocessed_image\1\1885.jpg,1
.\input\preprocessed_image\e\e214.jpg,14
.\input\preprocessed_image\5\5751.jpg,5
.\input\preprocessed_image\o\o499.jpg,24
.\input\preprocessed_image\q\q917.jpg,26
.\input\preprocessed_image\m\m911.jpg,22
.\input\preprocessed_image\u\u342.jpg,30
.\input\preprocessed_image\8\888.jpg,8
.\input\preprocessed_image\t\t208.jpg,29
.\input\preprocessed_image\o\o772.jpg,24
.\input\preprocessed_image\6\6876.jpg,6
.\input\preprocessed_image\z\z850.jpg,35
.\input\preprocessed_image\f\f800.jpg,15
.\input\preprocessed_image\3\3815.jpg,3
.\input\preprocessed_image\s\s368.jpg,28
.\input\preprocessed_image\o\o39.jpg,24
.\input\preprocessed_image\t\t832.jpg,29
.\input\preprocessed_image\g\g407.jpg,16
.\input\preprocessed_image\q\q123.jpg,26
.\input\preprocessed_image\q\q878.jpg,26
.\input\preprocessed_image\w\w807.jpg,32
.\input\preprocessed_image\p\p194.jpg,25
.\input\preprocessed_image\j\j163.jpg,19
.\input\preprocessed_image\w\w558.jpg,32
.\input\preprocessed_image\o\o667.jpg,24
.\input\preprocessed_image\o\o677.jpg,24
.\input\preprocessed_image\e\e31.jpg,14
.\input\preprocessed_image\y\y73.jpg,34
.\input\preprocessed_image\1\1190.jpg,1
.\input\preprocessed_image\4\4958.jpg,4
.\input\preprocessed_image\2\2350.jpg,2
.\input\preprocessed_image\b\b572.jpg,11
.\input\preprocessed_image\z\z809.jpg,35
.\input\preprocessed_image\7\7571.jpg,7
.\input\preprocessed_image\n\n314.jpg,23
.\input\preprocessed_image\m\m377.jpg,22
.\input\preprocessed_image\2\2182.jpg,2
.\input\preprocessed_image\3\3418.jpg,3
.\input\preprocessed_image\7\7419.jpg,7
.\input\preprocessed_image\5\597.jpg,5
.\input\preprocessed_image\2\2129.jpg,2
.\input\preprocessed_image\a\a213.jpg,10
.\input\preprocessed_image\f\f323.jpg,15
.\input\preprocessed_image\b\b541.jpg,11
.\input\preprocessed_image\q\q998.jpg,26
.\input\preprocessed_image\r\r556.jpg,27
.\input\preprocessed_image\k\k587.jpg,20
.\input\preprocessed_image\f\f143.jpg,15
.\input\preprocessed_image\w\w776.jpg,32
.\input\preprocessed_image\u\u133.jpg,30
.\input\preprocessed_image\1\1246.jpg,1
.\input\preprocessed_image\f\f766.jpg,15
.\input\preprocessed_image\v\v800.jpg,31
.\input\preprocessed_image\k\k890.jpg,20
.\input\preprocessed_image\v\v221.jpg,31
.\input\preprocessed_image\2\2299.jpg,2
.\input\preprocessed_image\s\s361.jpg,28
.\input\preprocessed_image\6\6307.jpg,6
.\input\preprocessed_image\p\p119.jpg,25
.\input\preprocessed_image\y\y944.jpg,34
.\input\preprocessed_image\0\0823.jpg,0
.\input\preprocessed_image\8\8339.jpg,8
.\input\preprocessed_image\o\o572.jpg,24
.\input\preprocessed_image\y\y364.jpg,34
.\input\preprocessed_image\f\f936.jpg,15
.\input\preprocessed_image\k\k482.jpg,20
.\input\preprocessed_image\3\32.jpg,3
.\input\preprocessed_image\q\q475.jpg,26
.\input\preprocessed_image\a\a907.jpg,10
.\input\preprocessed_image\k\k222.jpg,20
.\input\preprocessed_image\4\4644.jpg,4
.\input\preprocessed_image\5\5579.jpg,5
.\input\preprocessed_image\6\6474.jpg,6
.\input\preprocessed_image\n\n458.jpg,23
.\input\preprocessed_image\v\v652.jpg,31
.\input\preprocessed_image\o\o875.jpg,24
.\input\preprocessed_image\a\a702.jpg,10
.\input\preprocessed_image\9\9821.jpg,9
.\input\preprocessed_image\b\b664.jpg,11
.\input\preprocessed_image\6\6134.jpg,6
.\input\preprocessed_image\j\j142.jpg,19
.\input\preprocessed_image\d\d485.jpg,13
.\input\preprocessed_image\h\h766.jpg,17
.\input\preprocessed_image\p\p164.jpg,25
.\input\preprocessed_image\e\e389.jpg,14
.\input\preprocessed_image\w\w190.jpg,32
.\input\preprocessed_image\r\r309.jpg,27
.\input\preprocessed_image\7\7637.jpg,7
.\input\preprocessed_image\u\u413.jpg,30
.\input\preprocessed_image\a\a363.jpg,10
.\input\preprocessed_image\g\g525.jpg,16
.\input\preprocessed_image\s\s358.jpg,28
.\input\preprocessed_image\i\i8.jpg,18
.\input\preprocessed_image\1\1952.jpg,1
.\input\preprocessed_image\z\z412.jpg,35
.\input\preprocessed_image\7\7690.jpg,7
.\input\preprocessed_image\s\s664.jpg,28
.\input\preprocessed_image\9\9421.jpg,9
.\input\preprocessed_image\v\v98.jpg,31
.\input\preprocessed_image\y\y252.jpg,34
.\input\preprocessed_image\9\9428.jpg,9
.\input\preprocessed_image\k\k907.jpg,20
.\input\preprocessed_image\w\w175.jpg,32
.\input\preprocessed_image\w\w690.jpg,32
.\input\preprocessed_image\6\6965.jpg,6
.\input\preprocessed_image\7\7585.jpg,7
.\input\preprocessed_image\e\e873.jpg,14
.\input\preprocessed_image\d\d835.jpg,13
.\input\preprocessed_image\c\c920.jpg,12
.\input\preprocessed_image\j\j207.jpg,19
.\input\preprocessed_image\8\8692.jpg,8
.\input\preprocessed_image\q\q746.jpg,26
.\input\preprocessed_image\f\f402.jpg,15
.\input\preprocessed_image\7\7858.jpg,7
.\input\preprocessed_image\4\4720.jpg,4
.\input\preprocessed_image\d\d190.jpg,13
.\input\preprocessed_image\v\v978.jpg,31
.\input\preprocessed_image\h\h513.jpg,17
.\input\preprocessed_image\t\t242.jpg,29
.\input\preprocessed_image\5\5979.jpg,5
.\input\preprocessed_image\j\j469.jpg,19
.\input\preprocessed_image\h\h563.jpg,17
.\input\preprocessed_image\l\l891.jpg,21
.\input\preprocessed_image\6\6707.jpg,6
.\input\preprocessed_image\r\r749.jpg,27
.\input\preprocessed_image\i\i263.jpg,18
.\input\preprocessed_image\v\v132.jpg,31
.\input\preprocessed_image\k\k136.jpg,20
.\input\preprocessed_image\6\6821.jpg,6
.\input\preprocessed_image\3\3642.jpg,3
.\input\preprocessed_image\4\4843.jpg,4
.\input\preprocessed_image\b\b893.jpg,11
.\input\preprocessed_image\h\h837.jpg,17
.\input\preprocessed_image\6\6323.jpg,6
.\input\preprocessed_image\5\5959.jpg,5
.\input\preprocessed_image\j\j748.jpg,19
.\input\preprocessed_image\z\z134.jpg,35
.\input\preprocessed_image\2\2392.jpg,2
.\input\preprocessed_image\m\m206.jpg,22
.\input\preprocessed_image\6\6856.jpg,6
.\input\preprocessed_image\8\8981.jpg,8
.\input\preprocessed_image\3\3796.jpg,3
.\input\preprocessed_image\5\5475.jpg,5
.\input\preprocessed_image\r\r160.jpg,27
.\input\preprocessed_image\0\0636.jpg,0
.\input\preprocessed_image\l\l876.jpg,21
.\input\preprocessed_image\e\e904.jpg,14
.\input\preprocessed_image\t\t39.jpg,29
.\input\preprocessed_image\k\k996.jpg,20
.\input\preprocessed_image\y\y633.jpg,34
.\input\preprocessed_image\r\r258.jpg,27
.\input\preprocessed_image\v\v474.jpg,31
.\input\preprocessed_image\9\9816.jpg,9
.\input\preprocessed_image\k\k489.jpg,20
.\input\preprocessed_image\b\b813.jpg,11
.\input\preprocessed_image\t\t202.jpg,29
.\input\preprocessed_image\c\c287.jpg,12
.\input\preprocessed_image\h\h705.jpg,17
.\input\preprocessed_image\i\i340.jpg,18
.\input\preprocessed_image\c\c348.jpg,12
.\input\preprocessed_image\9\9295.jpg,9
.\input\preprocessed_image\q\q955.jpg,26
.\input\preprocessed_image\n\n591.jpg,23
.\input\preprocessed_image\6\6886.jpg,6
.\input\preprocessed_image\f\f552.jpg,15
.\input\preprocessed_image\e\e846.jpg,14
.\input\preprocessed_image\o\o82.jpg,24
.\input\preprocessed_image\3\3957.jpg,3
.\input\preprocessed_image\l\l157.jpg,21
.\input\preprocessed_image\d\d547.jpg,13
.\input\preprocessed_image\z\z808.jpg,35
.\input\preprocessed_image\0\0829.jpg,0
.\input\preprocessed_image\u\u27.jpg,30
.\input\preprocessed_image\r\r626.jpg,27
.\input\preprocessed_image\a\a230.jpg,10
.\input\preprocessed_image\x\x54.jpg,33
.\input\preprocessed_image\s\s197.jpg,28
.\input\preprocessed_image\a\a834.jpg,10
.\input\preprocessed_image\b\b941.jpg,11
.\input\preprocessed_image\q\q376.jpg,26
.\input\preprocessed_image\q\q259.jpg,26
.\input\preprocessed_image\2\2785.jpg,2
.\input\preprocessed_image\2\2194.jpg,2
.\input\preprocessed_image\p\p309.jpg,25
.\input\preprocessed_image\z\z207.jpg,35
.\input\preprocessed_image\b\b619.jpg,11
.\input\preprocessed_image\m\m373.jpg,22
.\input\preprocessed_image\0\0787.jpg,0
.\input\preprocessed_image\7\7142.jpg,7
.\input\preprocessed_image\z\z96.jpg,35
.\input\preprocessed_image\v\v552.jpg,31
.\input\preprocessed_image\u\u753.jpg,30
.\input\preprocessed_image\1\1495.jpg,1
.\input\preprocessed_image\m\m39.jpg,22
.\input\preprocessed_image\d\d324.jpg,13
.\input\preprocessed_image\t\t683.jpg,29
.\input\preprocessed_image\9\9556.jpg,9
.\input\preprocessed_image\g\g810.jpg,16
.\input\preprocessed_image\z\z830.jpg,35
.\input\preprocessed_image\2\2764.jpg,2
.\input\preprocessed_image\f\f202.jpg,15
.\input\preprocessed_image\g\g376.jpg,16
.\input\preprocessed_image\w\w28.jpg,32
.\input\preprocessed_image\l\l253.jpg,21
.\input\preprocessed_image\8\80.jpg,8
.\input\preprocessed_image\s\s263.jpg,28
.\input\preprocessed_image\6\6178.jpg,6
.\input\preprocessed_image\o\o303.jpg,24
.\input\preprocessed_image\8\879.jpg,8
.\input\preprocessed_image\m\m607.jpg,22
.\input\preprocessed_image\r\r190.jpg,27
.\input\preprocessed_image\t\t970.jpg,29
.\input\preprocessed_image\9\929.jpg,9
.\input\preprocessed_image\n\n291.jpg,23
.\input\preprocessed_image\t\t384.jpg,29
.\input\preprocessed_image\i\i490.jpg,18
.\input\preprocessed_image\j\j873.jpg,19
.\input\preprocessed_image\7\7113.jpg,7
.\input\preprocessed_image\d\d616.jpg,13
.\input\preprocessed_image\3\383.jpg,3
.\input\preprocessed_image\k\k617.jpg,20
.\input\preprocessed_image\t\t692.jpg,29
.\input\preprocessed_image\h\h930.jpg,17
.\input\preprocessed_image\i\i197.jpg,18
.\input\preprocessed_image\4\4836.jpg,4
.\input\preprocessed_image\1\1711.jpg,1
.\input\preprocessed_image\2\2305.jpg,2
.\input\preprocessed_image\6\6780.jpg,6
.\input\preprocessed_image\m\m436.jpg,22
.\input\preprocessed_image\5\5406.jpg,5
.\input\preprocessed_image\r\r500.jpg,27
.\input\preprocessed_image\0\0337.jpg,0
.\input\preprocessed_image\2\2722.jpg,2
.\input\preprocessed_image\g\g493.jpg,16
.\input\preprocessed_image\t\t526.jpg,29
.\input\preprocessed_image\h\h380.jpg,17
.\input\preprocessed_image\b\b631.jpg,11
.\input\preprocessed_image\3\3322.jpg,3
.\input\preprocessed_image\u\u354.jpg,30
.\input\preprocessed_image\s\s867.jpg,28
.\input\preprocessed_image\u\u235.jpg,30
.\input\preprocessed_image\u\u804.jpg,30
.\input\preprocessed_image\t\t493.jpg,29
.\input\preprocessed_image\m\m194.jpg,22
.\input\preprocessed_image\g\g300.jpg,16
.\input\preprocessed_image\y\y827.jpg,34
.\input\preprocessed_image\y\y830.jpg,34
.\input\preprocessed_image\2\2965.jpg,2
.\input\preprocessed_image\n\n818.jpg,23
.\input\preprocessed_image\d\d840.jpg,13
.\input\preprocessed_image\o\o65.jpg,24
.\input\preprocessed_image\r\r264.jpg,27
.\input\preprocessed_image\p\p720.jpg,25
.\input\preprocessed_image\c\c930.jpg,12
.\input\preprocessed_image\5\5897.jpg,5
.\input\preprocessed_image\9\9794.jpg,9
.\input\preprocessed_image\d\d980.jpg,13
.\input\preprocessed_image\z\z980.jpg,35
.\input\preprocessed_image\c\c814.jpg,12
.\input\preprocessed_image\v\v825.jpg,31
.\input\preprocessed_image\w\w425.jpg,32
.\input\preprocessed_image\z\z17.jpg,35
.\input\preprocessed_image\w\w855.jpg,32
.\input\preprocessed_image\w\w372.jpg,32
.\input\preprocessed_image\f\f514.jpg,15
.\input\preprocessed_image\e\e239.jpg,14
.\input\preprocessed_image\c\c368.jpg,12
.\input\preprocessed_image\3\3880.jpg,3
.\input\preprocessed_image\o\o680.jpg,24
.\input\preprocessed_image\a\a715.jpg,10
.\input\preprocessed_image\5\5939.jpg,5
.\input\preprocessed_image\n\n168.jpg,23
.\input\preprocessed_image\0\0991.jpg,0
.\input\preprocessed_image\g\g823.jpg,16
.\input\preprocessed_image\d\d355.jpg,13
.\input\preprocessed_image\o\o253.jpg,24
.\input\preprocessed_image\d\d365.jpg,13
.\input\preprocessed_image\q\q713.jpg,26
.\input\preprocessed_image\5\5464.jpg,5
.\input\preprocessed_image\g\g703.jpg,16
.\input\preprocessed_image\q\q108.jpg,26
.\input\preprocessed_image\1\1146.jpg,1
.\input\preprocessed_image\r\r48.jpg,27
.\input\preprocessed_image\s\s987.jpg,28
.\input\preprocessed_image\z\z799.jpg,35
.\input\preprocessed_image\q\q956.jpg,26
.\input\preprocessed_image\2\2380.jpg,2
.\input\preprocessed_image\v\v246.jpg,31
.\input\preprocessed_image\j\j937.jpg,19
.\input\preprocessed_image\w\w829.jpg,32
.\input\preprocessed_image\r\r75.jpg,27
.\input\preprocessed_image\1\116.jpg,1
.\input\preprocessed_image\2\2564.jpg,2
.\input\preprocessed_image\u\u481.jpg,30
.\input\preprocessed_image\d\d71.jpg,13
.\input\preprocessed_image\v\v766.jpg,31
.\input\preprocessed_image\u\u838.jpg,30
.\input\preprocessed_image\y\y298.jpg,34
.\input\preprocessed_image\z\z204.jpg,35
.\input\preprocessed_image\m\m316.jpg,22
.\input\preprocessed_image\1\1999.jpg,1
.\input\preprocessed_image\2\2936.jpg,2
.\input\preprocessed_image\i\i767.jpg,18
.\input\preprocessed_image\1\1326.jpg,1
.\input\preprocessed_image\d\d707.jpg,13
.\input\preprocessed_image\q\q87.jpg,26
.\input\preprocessed_image\i\i571.jpg,18
.\input\preprocessed_image\x\x141.jpg,33
.\input\preprocessed_image\f\f946.jpg,15
.\input\preprocessed_image\r\r10.jpg,27
.\input\preprocessed_image\z\z346.jpg,35
.\input\preprocessed_image\6\6167.jpg,6
.\input\preprocessed_image\m\m119.jpg,22
.\input\preprocessed_image\r\r916.jpg,27
.\input\preprocessed_image\g\g589.jpg,16
.\input\preprocessed_image\9\98.jpg,9
.\input\preprocessed_image\j\j276.jpg,19
.\input\preprocessed_image\p\p805.jpg,25
.\input\preprocessed_image\j\j43.jpg,19
.\input\preprocessed_image\p\p651.jpg,25
.\input\preprocessed_image\u\u658.jpg,30
.\input\preprocessed_image\a\a832.jpg,10
.\input\preprocessed_image\l\l667.jpg,21
.\input\preprocessed_image\r\r517.jpg,27
.\input\preprocessed_image\i\i775.jpg,18
.\input\preprocessed_image\2\2963.jpg,2
.\input\preprocessed_image\o\o608.jpg,24
.\input\preprocessed_image\u\u454.jpg,30
.\input\preprocessed_image\l\l990.jpg,21
.\input\preprocessed_image\i\i706.jpg,18
.\input\preprocessed_image\b\b402.jpg,11
.\input\preprocessed_image\j\j404.jpg,19
.\input\preprocessed_image\3\399.jpg,3
.\input\preprocessed_image\m\m221.jpg,22
.\input\preprocessed_image\u\u336.jpg,30
.\input\preprocessed_image\b\b453.jpg,11
.\input\preprocessed_image\h\h126.jpg,17
.\input\preprocessed_image\n\n885.jpg,23
.\input\preprocessed_image\7\7143.jpg,7
.\input\preprocessed_image\c\c646.jpg,12
.\input\preprocessed_image\q\q240.jpg,26
.\input\preprocessed_image\t\t275.jpg,29
.\input\preprocessed_image\0\0716.jpg,0
.\input\preprocessed_image\c\c609.jpg,12
.\input\preprocessed_image\n\n120.jpg,23
.\input\preprocessed_image\q\q532.jpg,26
.\input\preprocessed_image\e\e213.jpg,14
.\input\preprocessed_image\g\g443.jpg,16
.\input\preprocessed_image\8\8921.jpg,8
.\input\preprocessed_image\u\u751.jpg,30
.\input\preprocessed_image\i\i694.jpg,18
.\input\preprocessed_image\r\r782.jpg,27
.\input\preprocessed_image\b\b154.jpg,11
.\input\preprocessed_image\q\q511.jpg,26
.\input\preprocessed_image\9\9647.jpg,9
.\input\preprocessed_image\a\a625.jpg,10
.\input\preprocessed_image\o\o767.jpg,24
.\input\preprocessed_image\u\u340.jpg,30
.\input\preprocessed_image\6\6557.jpg,6
.\input\preprocessed_image\f\f160.jpg,15
.\input\preprocessed_image\i\i214.jpg,18
.\input\preprocessed_image\k\k902.jpg,20
.\input\preprocessed_image\5\546.jpg,5
.\input\preprocessed_image\m\m972.jpg,22
.\input\preprocessed_image\9\9565.jpg,9
.\input\preprocessed_image\1\1563.jpg,1
.\input\preprocessed_image\o\o948.jpg,24
.\input\preprocessed_image\u\u548.jpg,30
.\input\preprocessed_image\i\i357.jpg,18
.\input\preprocessed_image\r\r271.jpg,27
.\input\preprocessed_image\t\t667.jpg,29
.\input\preprocessed_image\3\3844.jpg,3
.\input\preprocessed_image\m\m406.jpg,22
.\input\preprocessed_image\l\l802.jpg,21
.\input\preprocessed_image\z\z349.jpg,35
.\input\preprocessed_image\n\n235.jpg,23
.\input\preprocessed_image\t\t114.jpg,29
.\input\preprocessed_image\5\5524.jpg,5
